sku,description,image,manufacturer,meta_description,meta_title,name,name_original,price,short_description,weight
SEN02241P," 
	El ADXL335 es un pequeño, delgado y completo acelerometro de 3 ejes de bajo consumo con salidas de voltaje determinadas por señal. El producto mide la aceleración con una escala completa mínima de rango de ± 3 g.
 <br><br>El módulo fue diseñado como tablero pcd breakout porque la señal del ADXL335 es analógica (más puertos solicitados), pero el esquema del tablero es un módulo Grove que se puede fijar a conveniencia como otros modulos Grove. El sensor combina alimentación de 3.3 y 5V, puede ser utilizado en Arduino standard y Seeeduino stalker.
 <br><br><b>Características</b>
 <br> 
	<ul>
<li>
			Amplia gama de potencia DC3V a 5V
		</li>
		<li>
			Módulo Grove
		</li>
		<li>
			Sensado de 3 ejes
		</li>
		<li>
			Pequeño y discreto encapsulado: 4 × 4 × 1.45mm LFCSP
		</li>
		<li>
			Bajo consumo: 350μA a 3V (típico)
		</li>
		<li>
			Alta sensibilidad
		</li>
		<li>
			Tolerancia de impacto de 10,000 g 
		</li>
		<li>
			Ajuste de BW con un solo condensador por eje
		</li>
		<li>
			RoHS/WEEE sin plomo 
		</li>
	</ul> <br><br><br><br>Breakout - 3-axis Analog Accelerometer ADXL335<br>Producto diseñado por: <a href=""http://www.seeedstudio.com""><b>Seeed Studio</b></a><br>Mas información disponible en: <a href=""http://www.seeedstudio.com/wiki/Breakout_-_3-Axis_Analog_Accelerometer_ADXL335""><b>Seeed Studio</b></a>El ADXL335 es un pequeño, delgado y completo acelerometro de 3 ejes de bajo consumo con salidas de voltaje determinadas por señal. El producto mide la aceleración con una escala completa mínima de rango de ± 3 g.
El módulo fue diseñado como tablero pc",/s/e/sen02241p.jpg,Seeed Studio,"El ADXL335 es un pequeño, delgado y completo acelerometro de 3 ejes de bajo consumo con salidas de voltaje determinadas por señal. El producto mide la aceleración con una escala completa mínima de rango de ± 3 g.
El módulo fue diseñado como tablero pc",Acelerómetro analógico ADXL335 - 3-ejes - Tarjeta Breakout - Silicio.mx,Acelerómetro analógico ADXL335 - 3-ejes - Tarjeta Breakout,Breakout - 3-axis Analog Accelerometer ADXL335,215,"El ADXL335 es un pequeño, delgado y completo acelerometro de 3 ejes de bajo consumo con salidas de voltaje determinadas por señal. El producto mide la aceleración con una escala completa mínima de rango de ± 3 g.
El módulo fue diseñado como tablero pcd breakout porque la señal del ADXL335 es analógica (más puertos solicitados), pero el esquema del tablero es un módulo Grove que se puede fijar a conveniencia como otros modulos Grove. El sensor combina alimentación de 3.",2
SEN03281P," 
	¿Alguna vez se ha molestado al intentar detectar colisiones con un complejo algoritmo usando acelerómetros? El sensor de colisión está aquí para simplificar ese problema. Es un sensor omnidireccional, estable y sensible.
 <br><br><b>Características</b>
 <br> 
	<ul>
<li>
			Amplio rango de alimentación de C.D., de 3.3V a 5V
		</li>
		<li>
			Es un módulo Grove
		</li>
		<li>
			De alta sensibilidad
		</li>
		<li>
			RoHS / WEEE Cumple con estándares libre de plomo
		</li>
	</ul> 
		<br><br><br><br>Grove  Collision Sensor<br>Producto diseñado por: <a href=""http://www.seeedstudio.com""><b>Seeed Studio</b></a><br>Mas información disponible en: <a href=""http://www.seeedstudio.com/wiki/Grove_-_Collision_Sensor""><b>Seeed Studio</b></a>¿Alguna vez se ha molestado al intentar detectar colisiones con un complejo algoritmo usando acelerómetros? El sensor de colisión está aquí para simplificar ese problema. Es un sensor omnidireccional, estable y sensible.",/s/e/sen03281p.jpg,Seeed Studio,"¿Alguna vez se ha molestado al intentar detectar colisiones con un complejo algoritmo usando acelerómetros? El sensor de colisión está aquí para simplificar ese problema. Es un sensor omnidireccional, estable y sensible.",Grove - Sensor de colisión - Silicio.mx,Grove - Sensor de colisión,Grove  Collision Sensor,195,"¿Alguna vez se ha molestado al intentar detectar colisiones con un complejo algoritmo usando acelerómetros? El sensor de colisión está aquí para simplificar ese problema. Es un sensor omnidireccional, estable y sensible.",3
SEN04051P," 
	Basado en el excelente ADXL-345, este acelerómetro digital de 3 ejes tiene una excelente protección EMI. Su salida variable lo hace adecuado para una amplia gama de aplicaciones:
	<ul>
<li>
			Protección contra golpes HDD
		</li>
		<li>
			Sensor de vibración
		</li>
		<li>
			Control de entrada para Juegos
		</li>
		<li>
			Robótica
		</li>
		<li>
			Vehículos inteligentes
		</li>
		<li>
			En cualquier lugar que necesite obtener  información de movimiento  y orientación.
		</li>
	</ul> 
		La excelente sensibilidad (3.9mg/LSB @ 2g) provee una alta precisión de salida de hasta ± 16 g.
	 <br> 
	 <br> 
		El sensor utiliza una interfaz de 4-pin Grove (3-5VDC) para una fácil conectividad con el dispositivo estándar de Arduino o Seeed Espia.
	 <br> 
	 <br> 
		<b>Características</b>
	 <br> 
		<ul>
<li>
				Amplio rango de alimentación DC 3V a 5V
			</li>
			<li>
				Módulo Grove
			</li>
			<li>
				3 ejes de detección
			</li>
			<li>
				Alta sensibilidad
			</li>
			<li>
				Paquete pequeño y discreto: 14-Terminal LGA
			</li>
			<li>
				Bajo consumo 0,1 μA en modo de espera en VS = 2,5 V (típico)
			</li>
			<li>
				Supervivencia de choque 10,000g
			</li>
			<li>
				RoHS/WEEE sin plomo
			</li>
		</ul><br><br><br><br>Grove - 3 - Axis Digital Accelerometer ADXL345<br>Producto diseñado por: <a href=""http://www.seeedstudio.com""><b>Seeed Studio</b></a><br>Mas información disponible en: <a href=""http://www.seeedstudio.com/wiki/Grove_-_3-Axis_Digital_Accelerometer_ADXL345""><b>Seeed Studio</b></a>Basado en el excelente ADXL-345, este acelerómetro digital de 3 ejes tiene una excelente protección EMI.",/s/e/sen04051p.jpg,Seeed Studio,"Basado en el excelente ADXL-345, este acelerómetro digital de 3 ejes tiene una excelente protección EMI.",Grove - Acelerómetro digital de 3 ejes ADXL345 - Silicio.mx,Grove - Acelerómetro digital de 3 ejes ADXL345,Grove - 3 - Axis Digital Accelerometer ADXL345,225,"Basado en el excelente ADXL-345, este acelerómetro digital de 3 ejes tiene una excelente protección EMI.",2
SEN05291P," 
	 
		Este barómetro cuenta con un chip alta precisión Bosch BMP085 para detectar la presión barométrica y la temperatura. Mide la presión en un amplio rango de valores que van desde 300hpa a 1100hpa (hectopascales), que es equivaltente de 9000 m a 500 metros sobre el nivel del mar, con una precisión muy alta de 0.03hPa (0,25 m) en el modo de resolución ultra-alta.
	 <br><br>El chip sólo acepta en su voltaje de alimentación entre 1.8V y 3.6V. Sin embargo, con el circuito externo añadido, este módulo se hace compatible de 3.3 V o 5 V, por lo tanto, se puede utilizar en Arduino/Seeeduino o Seeeduino Stalker sin modificación alguna.
	 <br><br><b>Características</b>
	 <br> 
		<ul>
<li>
				Amplio rango de presión
			</li>
			<li>
				Interfaz compatible con Grove (3.3V o 5V)
			</li>
			<li>
				Interfaz I2C
			</li>
			<li>
				Totalmente calibrado
			</li>
			<li>
				Bajo consumo de energía: 5μA a 1 muestra por seg en el modo estándar.
			</li>
			<li>
				Bajo ruido:
			</li>
		</ul><ol><ol>
<li>
					0.06hPa (0,5 m) en el modo de potencia ultra-baja
				</li>
				<li>
					0.03hPa (0,25 m) en el modo de resolución ultra-alta
				</li>
				<li>
					Posibilidad de bajar a 0,1 m (rms de ruido)
				</li>
			</ol></ol> <br> 
		<b>Ideas de aplicación</b>
	 <br> 
		<ul>
<li>
				Mejoramiento de navegación GPS
			</li>
			<li>
				Navegación interior y exterior
			</li>
			<li>
				Ocio y deporte
			</li>
			<li>
				Pronóstico del tiempo
			</li>
			<li>
				Indicación de velocidad vertical (ascenso / velocidad de caída)
			</li>
		</ul> <br> <br><br><br>Grove - Barometer Sensor<br>Producto diseñado por: <a href=""http://www.seeedstudio.com""><b>Seeed Studio</b></a><br>Mas información disponible en: <a href=""http://www.seeedstudio.com/wiki/Grove_-_Barometer_Sensor""><b>Seeed Studio</b></a>Este barómetro cuenta con un chip alta precisión Bosch BMP085 para detectar la presión barométrica y la temperatura. Mide la presión en un amplio rango de valores que van desde 300hpa a 1100hpa (hectopascales), que es equivaltente de 9000 m a 500 metr",/s/e/sen05291p.jpg,Seeed Studio,"Este barómetro cuenta con un chip alta precisión Bosch BMP085 para detectar la presión barométrica y la temperatura. Mide la presión en un amplio rango de valores que van desde 300hpa a 1100hpa (hectopascales), que es equivaltente de 9000 m a 500 metr",Grove - Sensor Barómetro - Silicio.mx,Grove - Sensor Barómetro,Grove - Barometer Sensor,290,"Este barómetro cuenta con un chip alta precisión Bosch BMP085 para detectar la presión barométrica y la temperatura. Mide la presión en un amplio rango de valores que van desde 300hpa a 1100hpa (hectopascales), que es equivaltente de 9000 m a 500 metros sobre el nivel del mar, con una precisión muy alta de 0.03hPa (0,25 m) en el modo de resolución ultra-alta.
El chip sólo acepta en su voltaje de alimentación entre 1.8V y 3.6V.",2
SEN06081O," 
	 El sensor omnidireccional es una lente panorámica que se puede utilizar para crear imágenes de 360 grados. La superficie de espejo curvo especial refleja el paisaje que rodea a la cámara de 10 a 15 grados hacia arriba y 55-60 grados hacia abajo, cuando se establece el nivel de cruce de la cumbre de la superficie curva como 0 grados.
	 
		<br> <br> 
		A diferencia de una lente ""Pan-Tilt"" que tiene partes separadas, el sensor omnidireccional es un dispositivo pre-ensamblado fácil de instalar, usar y mantener. Sólo tiene que fijar el extremo con rosca en la rosca hembra en una cámara CCD, y está listo.
	 <br> 
	 <br> 
		La forma de la imagen capturada por esta lente es redonda. Con el software incluido en el disco que acompaña a esta lente, puede convertir la imagen redonda en imágenes de visión panorámica o normales. A continuación se presentan la imágenes en bruto, formato de imagen normal y formato de imagen panorámica de izquierda a derecha.
	 <br><br><b>Aplicaciones</b>
	 <br> 
	 <br> 
		Vstone ya ha aplicado el sensor omnidireccional a un buen montón de sus robots humanoides, tal como 4G visión, Vstone Robovie 810 y R2-como se muestra a continuación, de izquierda a derecha. Es una buena opción para la función de la visión del robot, ya que dispone de un ángulo mucho más amplio y al mismo tiempo recoge información de dirección.
	 <br><br>Aparte de la función de visión de robots, su gran ángulo hace de la lente un gran dispositivo para la vigilancia o la red anti-crimen. Sin embargo, su gran ángulo es también su único defecto, que es que después de la conversión del formato, algunas imágenes no tienen una definición muy alta. Por lo tanto, no se puede obtener una imagen de alta resolución de un rostro humano de esta manera. En este caso, se necesita una cámara de mayor resolución, como VS-C42 series.
	 <br> 
	 <br> 
		<b>Nota:</b> No tenemos la VS-C42 series disponible en estos momentos. Si desea esta serie, por favor, no dude en decirnos, y cubriremos su demanda.
	 <br> <br><br><br>Omnidirectional Sensor<br>Producto diseñado por: <a href=""http://www.vstone.co.jp/english/index.html""><b>Vstone</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a> El sensor omnidireccional es una lente panorámica que se puede utilizar para crear imágenes de 360 grados. La superficie de espejo curvo especial refleja el paisaje que rodea a la cámara de 10 a 15 grados hacia arriba y 55-60 grados hacia abajo, cuan",/s/e/sen06081o.jpg,Vstone," El sensor omnidireccional es una lente panorámica que se puede utilizar para crear imágenes de 360 grados. La superficie de espejo curvo especial refleja el paisaje que rodea a la cámara de 10 a 15 grados hacia arriba y 55-60 grados hacia abajo, cuan",Sensor omnidireccional - Silicio.mx,Sensor omnidireccional,Omnidirectional Sensor,20070," El sensor omnidireccional es una lente panorámica que se puede utilizar para crear imágenes de 360 grados. La superficie de espejo curvo especial refleja el paisaje que rodea a la cámara de 10 a 15 grados hacia arriba y 55-60 grados hacia abajo, cuando se establece el nivel de cruce de la cumbre de la superficie curva como 0 grados.",270
SEN08011P," 
	 
		Este sensor de temperatura de un cable de 2m de largo cuenta con una sonda a prueba de agua y en forma de hilo larga, adecuado para la detección de temperatura por inmersión. El chip dentro de este sensor es el ampliamente adoptado DS18B20. Por conveniencia, se sugieren algunos recursos en la parte inferior. Pero todavía se puede encontrar toneladas de recursos con una rápida búsqueda en Google o sobre comunidades OSHW.
	 <br> 
	 <br> 
		El original consta de tres hilos interiores. Es necesario añadir una resistencia adicional para que funcione. Lo ajustamos a un puerto Grove y colocamos una resistencia pre-ensamblada en el interior de modo que usted puede utilizarlo como un sensor Grove regular.
		<br><br><b>Características</b>
	 <br><ul>
<li>
			Sólo requiere un cable para la interfaz de datos
		</li>
		<li>
			A prueba de agua
		</li>
		<li>
			Compatible con Grove 
		</li>
		<li>
			Acepta fuente de alimentación de 3.0V a 5.5V
		</li>
		<li>
			Amplio rango de temperatura: -55 ° C a +125 ° C
		</li>
		<li>
			Alta precisión: ± 0,5 ° C (-10 ° C a +85 ° C)
		</li>
	</ul> 
		<b>Recursos</b>
	 <br><ul>
<li>
			<a href=""http://datasheets.maxim-ic.com/en/ds/DS18B20.pdf"">Ficha técnica DS18B20</a>
		</li>
		<li>
			<a href=""http://www.arduino.cc/playground/Learning/OneWire"">Librerias Arduino</a>
		</li>
		<li>
			<a href=""http://mbed.org/users/snatch59/notebook/onewirecrc/"">Cookbook - Guía - mbed</a>
		</li>
	</ul> 
		Precaución: La parte del cable no se puede poner bajo temperatura superiores a 70 ° C durante un tiempo largo.
	 <br><br><br><br>One Wire Temperature Sensor<br>Producto diseñado por: <a href=""http://www.seeedstudio.com""><b>Seeed Studio</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a>Este sensor de temperatura de un cable de 2m de largo cuenta con una sonda a prueba de agua y en forma de hilo larga, adecuado para la detección de temperatura por inmersión. El chip dentro de este sensor es el ampliamente adoptado DS18B20. Por conven",/s/e/sen08011p.jpg,Seeed Studio,"Este sensor de temperatura de un cable de 2m de largo cuenta con una sonda a prueba de agua y en forma de hilo larga, adecuado para la detección de temperatura por inmersión. El chip dentro de este sensor es el ampliamente adoptado DS18B20. Por conven",Sensor de temperatura de un cable - Silicio.mx,Sensor de temperatura de un cable,One Wire Temperature Sensor,140,"Este sensor de temperatura de un cable de 2m de largo cuenta con una sonda a prueba de agua y en forma de hilo larga, adecuado para la detección de temperatura por inmersión. El chip dentro de este sensor es el ampliamente adoptado DS18B20. Por conveniencia, se sugieren algunos recursos en la parte inferior. Pero todavía se puede encontrar toneladas de recursos con una rápida búsqueda en Google o sobre comunidades OSHW.
El original consta de tres hilos interiores.",49
SEN08211P,"Los modulos grove P vienen preparados para montarse fácilmente.
<br><br> 
	 
		Este Sensor de luz (P) es una versión hermana del original <a href=""http://www.seeedstudio.com/depot/grove-light-sensor-p-746.html?cPath=144_148"">Sensor de Luz - Grove</a>. Ambos sensores son idénticos, excepto que el socket o conector de este sensor de luz Grove (P) está en la parte de atrás para que se pueda utilizar como un dispositivo de interfaz con el usuario, libre de cables y de apariencia más limpia y estética.
	 <br> <br><br><br>Grove - Light Sensor(P)<br>Producto diseñado por: <a href=""http://www.seeedstudio.com""><b>Seeed Studio</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a>Los modulos grove P vienen preparados para montarse fácilmente.
Este Sensor de luz (P) es una versión hermana del original .",/s/e/sen08211p.jpg,Seeed Studio,"Los modulos grove P vienen preparados para montarse fácilmente.
Este Sensor de luz (P) es una versión hermana del original .",Grove - Sensor de Luz (P) - Silicio.mx,Grove - Sensor de Luz (P),Grove - Light Sensor(P),50,"Los modulos grove P vienen preparados para montarse fácilmente.
Este Sensor de luz (P) es una versión hermana del original .",2
SEN09281P," 
	Este interruptor a distancia por infrarrojo integra un foto-reflector de alta sensibilidad RFR-359F para realizar la función de detección a distancia. El foto-reflector consiste en un LED infrarrojo GaAs  y un fototransistor de silicio. Cuando la luz infrarroja emitida por el emisor se refleja en una superficie y rebota, el fototransistor puede recoger la señal para el cálculo de distancia. Este módulo se monta en panel de modo tal que usted pueda fácilmente colocarlo en la superficie de robots u otros proyectos sin enredos de cables. También un potenciómetro de ajuste y un indicador de LED están dispuestos en la parte posterior para un uso fácil y claro.
 <br> 
 <br> 
	<b>Características</b>
 <br><ul>
<li>
		Foto-reflector de alta sensibilidad
	</li>
	<li>
		Ligero y compacto
	</li>
	<li>
		Diseño de montaje en panel para una implementación limpia y ordenada
	</li>
	<li>
		Diseño HID: Potenciómetro de ajuste e indicador LED
	</li>
</ul> 
	<b>Ideas de aplicación</b>
 <br> 
	<ul>
<li>
			Robots viajeros 
		</li>
		<li>
			Medidores de RPM
		</li>
		<li>
			Detección de aproximación 
		</li>
	</ul> 
		<br><br><br><br>Grove - IR Distance Interrupter<br>Producto diseñado por: <a href=""http://www.seeedstudio.com""><b>Seeed Studio</b></a><br>Mas información disponible en: <a href=""http://www.seeedstudio.com/wiki/Grove_-_IR_Distance_Interruper""><b>Seeed Studio</b></a>Este interruptor a distancia por infrarrojo integra un foto-reflector de alta sensibilidad RFR-359F para realizar la función de detección a distancia. El foto-reflector consiste en un LED infrarrojo GaAs  y un fototransistor de silicio. Cuando la luz ",/s/e/sen09281p.jpg,Seeed Studio,Este interruptor a distancia por infrarrojo integra un foto-reflector de alta sensibilidad RFR-359F para realizar la función de detección a distancia. El foto-reflector consiste en un LED infrarrojo GaAs  y un fototransistor de silicio. Cuando la luz ,Grove - Interruptor IR a distancia - Silicio.mx,Grove - Interruptor IR a distancia,Grove - IR Distance Interrupter,112,"Este interruptor a distancia por infrarrojo integra un foto-reflector de alta sensibilidad RFR-359F para realizar la función de detección a distancia. El foto-reflector consiste en un LED infrarrojo GaAs  y un fototransistor de silicio. Cuando la luz infrarroja emitida por el emisor se refleja en una superficie y rebota, el fototransistor puede recoger la señal para el cálculo de distancia.",3
SEN10171P," 
	Este módulo se basa en el bus I2C TSL2561 para transformar la intensidad de luz en una señal digital. A diferencia del sensor de luz tradicional analógico, como el <a href=""http://www.seeedstudio.com/depot/grove-light-sensorp-p-1253.html?cPath=144_148"">Sensor de luz - Grove</a>, este módulo digital cuenta con un rango de lectura luz seleccionable debido a sus dos diodos sensitivos: el de luz infrarroja y de espectro completo.
 <br><br>Se puede cambiar entre tres modos de detección para tomar las lecturas: 1) El modo infrarrojo, 2) el espectro completo y 3) el modo de luz visible para los seres humanos. Cuando se ejecuta en el modo visible humano, este sensor le dará lecturas parecidas a las percibidas por el ojo humano.
 <br><br><b>Características</b>
 <br> 
	<ul>
<li>
			Detección de luz en 3 modos seleccionables
		</li>
		<li>
			Alta resolución digital a 16 bits y 400 kHz I2C modo rápido.
		</li>
		<li>
			Amplio rango dinámico o de detección: 0,1 - 40.000 LUX
		</li>
		<li>
			Amplio rango de temperatura: de -40 ° C a 85 ° C
		</li>
		<li>
			Función de interrupción programable definida por el usuario, con las configuraciones umbrales superiores e inferiores 
		</li>
	</ul> <br> 
	<b>Ideas de aplicación</b>
 <br> 
	<ul>
<li>
			Sensar la luz del medio ambiente
		</li>
		<li>
			Controlador de luz para un panel de instrumentos (backlighting)
		</li>
		<li>
			Contro de la iluminación de un teclado
		</li>
		<li>
			Automatización industrial
		</li>
		<li>
			Domótica en casas o industria
		</li>
	</ul> 
		<br><br><br><br>Grove - Digital Light Sensor<br>Producto diseñado por: <a href=""http://www.seeedstudio.com""><b>Seeed Studio</b></a><br>Mas información disponible en: <a href=""http://www.seeedstudio.com/wiki/Grove_-_Digital_Light_Sensor""><b>Seeed Studio</b></a>Este módulo se basa en el bus I2C TSL2561 para transformar la intensidad de luz en una señal digital. A diferencia del sensor de luz tradicional analógico, como el , este módulo digital cuenta con un rango de lectura luz seleccionable debido a sus dos",/s/e/sen10171p.jpg,Seeed Studio,"Este módulo se basa en el bus I2C TSL2561 para transformar la intensidad de luz en una señal digital. A diferencia del sensor de luz tradicional analógico, como el , este módulo digital cuenta con un rango de lectura luz seleccionable debido a sus dos",Grove - Sensor digital de Luz - Silicio.mx,Grove - Sensor digital de Luz,Grove - Digital Light Sensor,225,"Este módulo se basa en el bus I2C TSL2561 para transformar la intensidad de luz en una señal digital. A diferencia del sensor de luz tradicional analógico, como el , este módulo digital cuenta con un rango de lectura luz seleccionable debido a sus dos diodos sensitivos: el de luz infrarroja y de espectro completo.",2
SEN10737P,"Este sensor ultrasónico Grove es un sensor de distancia sin contacto, para medición, que es compatible con el sistema Grove. Está diseñado para un uso sencillo modular con un rendimiento industrial. Existe también la versión electrónica de este módulo <a href=""http://www.seeedstudio.com/wiki/Ultra_Sonic_range_measurement_module"">aquí</a>
 
	<br> <br> 
	Video <a href=""http://www.youtube.com/watch?v=6PF02Zngfns&amp;feature=channel_video_title"">aquí</a>
	<br><br><b>Características</b>
		 <br> 
			<ul>
<li>
					Detección de rango: 3cm-4m mejor, en ángulo de 30 grados.
				</li>
				<li>
					Grove interfaz
				</li>
				<li>
					5V DC fuente de alimentación
				</li>
				<li>
					Arduino biblioteca lista
				</li>
			</ul> 
				<br><br><br><br>Grove - Ultrasonic Ranger<br>Producto diseñado por: <a href=""http://www.seeedstudio.com""><b>Seeed Studio</b></a><br>Mas información disponible en: <a href=""http://www.seeedstudio.com/wiki/Grove_-_Ultrasonic_Ranger""><b>Seeed Studio</b></a>Este sensor ultrasónico Grove es un sensor de distancia sin contacto, para medición, que es compatible con el sistema Grove. Está diseñado para un uso sencillo modular con un rendimiento industrial.",/s/e/sen10737p.jpg,Seeed Studio,"Este sensor ultrasónico Grove es un sensor de distancia sin contacto, para medición, que es compatible con el sistema Grove. Está diseñado para un uso sencillo modular con un rendimiento industrial.",Grove - Sensor ultrasónico  - Silicio.mx,Grove - Sensor ultrasónico ,Grove - Ultrasonic Ranger,250,"Este sensor ultrasónico Grove es un sensor de distancia sin contacto, para medición, que es compatible con el sistema Grove. Está diseñado para un uso sencillo modular con un rendimiento industrial.",10
SEN10752P," 
	El Grove - GPS es alimentado a través de un módulo de GPS E-1612-UB, se puede utilizar con software u-centro, o directamente leer el paquete GPS a través del puerto serie. El módulos pertenece a una familia de receptores GPS que ofrecen un máximo rendimiento y motor de posicionamiento u-blox 5.
 <br> 
 <br> 
	<b>Características</b>
 <br><ul>
<li>
		Compatible con la interfaz Grove
	</li>
	<li>
		Ultra alta sensibilidad: -160dBm
	</li>
	<li>
		Bajo consumo de energía: Max 40mA@3.0V
	</li>
	<li>
		Baudios configurables de 4800 a 57600
	</li>
	<li>
		Soporta protocolos NMEA y u-blox 6 
	</li>
</ul> 
	<b>Ideas de aplicación</b>
 <br><ul>
<li>
		Localización y Seguimiento de objetos
	</li>
	<li>
		Navegación
	</li>
</ul><br><br><br>Grove - GPS<br>Producto diseñado por: <a href=""http://www.seeedstudio.com""><b>Seeed Studio</b></a><br>Mas información disponible en: <a href=""http://www.seeedstudio.com/wiki/Grove_-_GPS""><b>Seeed Studio</b></a>El Grove - GPS es alimentado a través de un módulo de GPS E-1612-UB, se puede utilizar con software u-centro, o directamente leer el paquete GPS a través del puerto serie. El módulos pertenece a una familia de receptores GPS que ofrecen un máximo rend",/s/e/sen10752p.jpg,Seeed Studio,"El Grove - GPS es alimentado a través de un módulo de GPS E-1612-UB, se puede utilizar con software u-centro, o directamente leer el paquete GPS a través del puerto serie. El módulos pertenece a una familia de receptores GPS que ofrecen un máximo rend",Grove - GPS - Silicio.mx,Grove - GPS,Grove - GPS,660,"El Grove - GPS es alimentado a través de un módulo de GPS E-1612-UB, se puede utilizar con software u-centro, o directamente leer el paquete GPS a través del puerto serie. El módulos pertenece a una familia de receptores GPS que ofrecen un máximo rendimiento y motor de posicionamiento u-blox 5.",10
SEN11301P,"Este sensor de temperatura y humedad proporciona una salida digital pre-calibrada. Un único elemento capacitivo sensa o mide la humedad relativa; la temperatura se mide por un coeficiente negativo de temperatura con un termistor (NTC). Tiene una excelente fiabilidad y estabilidad a largo plazo. 
 
	<br> <br> 
	Nota: Tenga en cuenta que este sensor no funciona para temperaturas por debajo de los 0°C.
	 
		<br> <br> 
		<b>Características</b>
	 <br> 
		<ul>
<li>
				Sensor de humedad relativa y medición de temperatura
			</li>
			<li>
				Calibrado para un amplio rango de temperaturas
			</li>
			<li>
				Señal digital estable a largo plazo
			</li>
			<li>
				Transmisión a larga distancia
			</li>
			<li>
				Bajo consumo de energía
			</li>
		</ul> 
			<br><br><br><br>Grove - Temp&Humi Sensor<br>Producto diseñado por: <a href=""http://www.seeedstudio.com/depot/seeed-studio-m-23.html""><b>Renbotics</b></a><br>Mas información disponible en: <a href=""http://www.seeedstudio.com/wiki/Grove-_Temperature_and_Humidity_Sensor""><b>Seeed Studio</b></a>Este sensor de temperatura y humedad proporciona una salida digital pre-calibrada. Un único elemento capacitivo sensa o mide la humedad relativa; la temperatura se mide por un coeficiente negativo de temperatura con un termistor (NTC). Tiene una excel",/s/e/sen11301p.jpg,Renbotics,Este sensor de temperatura y humedad proporciona una salida digital pre-calibrada. Un único elemento capacitivo sensa o mide la humedad relativa; la temperatura se mide por un coeficiente negativo de temperatura con un termistor (NTC). Tiene una excel,Grove - Sensor de Temperatura y Humedad - Silicio.mx,Grove - Sensor de Temperatura y Humedad,Grove - Temp&Humi Sensor,82,"Este sensor de temperatura y humedad proporciona una salida digital pre-calibrada. Un único elemento capacitivo sensa o mide la humedad relativa; la temperatura se mide por un coeficiente negativo de temperatura con un termistor (NTC). Tiene una excelente fiabilidad y estabilidad a largo plazo. 
Nota: Tenga en cuenta que este sensor no funciona para temperaturas por debajo de los 0°C.",124
SEN11302P,"El módulo de sensor de luz utiliza el fotoresistor GL5528 para detectar la intensidad de la luz del medio ambiente. La resistencia eléctrica del sensor disminuye cuando la intensidad de la luz aumenta. El chip LM358 se utiliza como un seguidor de voltaje para que pueda obtener una lectura exacta.
 
	<br> <br> 
	<b>Características</b>
 <br> 
	<ul>
<li>
			Interfaz compatible con Grove
		</li>
		<li>
			Amplia gama de voltaje de alimentación: 3V hasta 30V
		</li>
		<li>
			Parte HID miniatura
		</li>
	</ul> <br> 
	<b>Aplicaciones Ideas</b>
 <br> 
	<ul>
<li>
			Juguetes electrónicos
		</li>
		<li>
			Comnutadores o reguladores de luz de control
		</li>
		<li>
			Monitoreo de habitaciones o del medio ambiente.
		</li>
	</ul><br> <br><br><br>Grove - Light Sensor<br>Producto diseñado por: <a href=""http://www.seeedstudio.com""><b>Seeed Studio</b></a><br>Mas información disponible en: <a href=""http://www.seeedstudio.com/wiki/Grove_-_Light_Sensor""><b>Seeed Studio</b></a>El módulo de sensor de luz utiliza el fotoresistor GL5528 para detectar la intensidad de la luz del medio ambiente. La resistencia eléctrica del sensor disminuye cuando la intensidad de la luz aumenta. El chip LM358 se utiliza como un seguidor de volt",/s/e/sen11302p.jpg,Seeed Studio,El módulo de sensor de luz utiliza el fotoresistor GL5528 para detectar la intensidad de la luz del medio ambiente. La resistencia eléctrica del sensor disminuye cuando la intensidad de la luz aumenta. El chip LM358 se utiliza como un seguidor de volt,Grove - Sensor de Luz - Silicio.mx,Grove - Sensor de Luz,Grove - Light Sensor,47,El módulo de sensor de luz utiliza el fotoresistor GL5528 para detectar la intensidad de la luz del medio ambiente. La resistencia eléctrica del sensor disminuye cuando la intensidad de la luz aumenta. El chip LM358 se utiliza como un seguidor de voltaje para que pueda obtener una lectura exacta.,5
