SKU,Imagen,Nombre,Precio,Descripci�n,Peso
BSQ12113M,/b/s/bsq12113m.jpg,B-Squares - Led Square, $590.00 ,"B-Squares es un sistema electrónico modular 3D con énfasis en energía solar y almacenamiento expandible de energía, el cual permite crear invenciones de Arduino y tecnologías limpias más rápido que nunca.
Los Squares tienen contactos magnéticos en cada esquina, que les permiten unirse entre sí fácilmente sin necesidad de cables, además de que transmiten señales eléctricas entre los Squares.",55
COM11335P,/c/o/com11335p.jpg,Grove - Interruptor magnético, $56.00 ,"Este módulo de interrupción z magnética es compatible con la interfaz Grove. Se basa un interruptor  reed CT10. CT10 es unipolar, del tipo SPST (single pole single throw), teniendo contactos de rutenio normalmente abiertos. El sensor es un tipo de doble punta y puede ser accionado por un electroimán, un imán permanente o una combinación de ambos.",5
COM12533P,/c/o/com12533p.jpg,Grove - Terminal roscado, $48.00 ,"El Grove - Terminal roscado con cuatro pines de 3.5mm soporta hasta 125V @ 6A. El terminal puede aceptar alambre de 30 a 20 AWG. Es el terminal de paso de rosca más común. Este Grove tiene cuatro puertos, incluyen GND, VCC y otros dos puertos indefinidos. Los terminales de tornillo se utilizan normalmente para conectar la tierra de chasis, como en un tocadiscos o un protector contra sobretensiones.",5
COM53140P,/c/o/com53140p.jpg,Grove - LED RGB encadenable , $64.00 ,"El Twig de LED RGB de conexión en cadena se basa en el chip P9813 que es driver de corriente para LED a todo color, puede proporcionar una corriente constante y salida modulada de 256 escalas de grises. Transmission por cable (DATA y CLK), función de ahorro, puede mejorar la distancia de transmisión.",4
COM90133P,/c/o/com90133p.jpg,Grove - Joystick para Pulgar, $114.00 ,"El joystick para pulgar es un módulo compatible con Grove, muy similar al joystick analógico de los controles del PS2 (PlayStation 2). Los movimientos en las dos direcciones emiten señales analógicas diferentes, siendo en realidad dos potenciómetros. La resistencia variable es de ~ 10k ohm para cada uno. 
De igual manera, el joystick cuenta con un botón de presión útil para aplicaciones especiales.",13
DEV101D2O,/d/e/dev101d2o.jpg,Maple Leaf (Cortex M3)," $1,050.00 ","La tarjeta Maple Leaf (hoja de Maple) consta de los elementos básicos: un procesador rápido con una gran cantidad de puertos periféricos, en el centro de Maple se encuentra un chip ARM Cortex M3 de 72MHz, proporcionando la mayor potencia de cálculo deseado por los usuarios más expertos.",17
ELB106C5M,/e/l/elb106c5m.jpg,Electronic Brick  - Sensor de movimiento PIR (digital), $200.00 ,"Modulo PIR para detectar movimientos compatible con la linea Electronic Brick
",9
ELB115E4M,/e/l/elb115e4m.jpg,Electronic Brick - Módulo con Relé de 5v (digital), $128.00 ,Esta tarjeta utiliza el módulo de relé HLS8L para controlar aparatos eléctricos de alta tensión. (Máximo 250V).,21
ELB127E4P,/e/l/elb127e4p.jpg,Electronic Brick - Tarjeta Madre V1.1, $165.00 ,"Electronic Brick Tarjeta Madre está dedicado para conectar ladrillos Electronic Brick. Llevando muchos más conectores electrónicos de ladrillo, incluso para los buses de datos. Es una interfaz más uniforme para los principiantes y proporciona una conexión súper fuerte.",40
ELB138E1P,/e/l/elb138e1p.jpg,Electronic brick - Kit de iniciación, $640.00 ,"Este es un kit de inicio de Electronic Brick, que incluye componentes básicos y sensores. Usted puede construir muchos proyectos interesantes, incluso si usted no sabe nada acerca de soldadura, lo que la convierte en la mejor opción para los principiantes.",311
ELB140D3O,/e/l/elb140d3o.jpg,Electronic Brick - Sensor interruptor reflectivo difuso IR (analógico), $175.00 ,"Esta es un sensor interruptor reflectivo difuso IR , se utiliza para detectar objetos en frente del sensor. Viene con transmisor y el receptor, puede detectar objetos dentro de 500 mm.
Usted necesitará una  o un  para utilizar este módulo.",20
ELB142D2P,/e/l/elb142d2p.jpg,Electronic Brick - Módulo de sensor táctil, $90.00 ,"Tarjeta con sensor táctil simple, utiliza el CI de detección táctil TTP223, puede utilizar este módulo para sustituir el tradicional interruptor con botón de empuje físico, añadiendo un elemento innovador a su proyecto.",3
ELB149C5M,/e/l/elb149c5m.jpg,Electronic Brick - lector de tarjetas RFID 125Khz, $235.00 ,"El lector ""Seeed 125K RFID"" es un módulo utilizado para leer información uem4100 de la tarjeta RFID con dos formatos de salida: UART y Wiegand. Posee una alta sensibilidad con un máximo de 7 cm de distancia de detección. Los 4 pines ""Interfaz Electronic Brick"" permiten un fácil uso con la placa Arduino o Seeeduino.",10
ELB152D2P,/e/l/elb152d2p.jpg,Grove - Starter Kit, $640.00 ,"Grove es un conjunto de herramientas modular abierto, diseñado para minimizar la dificultad de ingeniería electrónica fundamental. Está formado por módulos funcionales ramita y STEM tarjeta de interfaz. Cada RAMITA ha unificado interfaz de 4 pines y forma estandarizada para la combinación de rompecabezas fácil. Pueden trabajar con las principales plataformas de desarrollo existentes (como Arduino y tableros compatibles, tabla de beagle, Xbee, y etc) a través de los tallos.",100
FPG11291M,/f/p/fpg11291m.jpg,FPGA Papilio Pro," $1,980.00 ","Papilio es un proyecto con FPGA de código abierto destinado para la educación, los aficionados, ingenieros o cualquier persona interesada en el aprendizaje de la electrónica digital en una comunidad amigable.
Es la placa de desarrollo actualmente más potente de la serie Papilio, Papilio Pro se basa en Xilinx Spartan FPGA LX 6.",32
FPG11292M,/f/p/fpg11292m.jpg,RetroCade Synth Mega Wing," $1,280.00 ","Bienvenido al R-R-R-R-RetroCade Synth de Gadget Factory. Este nuevo y emocionante hardware sintetizador está construido sobre la plataforma  Papilio propio de Gadget Factory, y está diseñado tanto para los hackers de hardware como para los músicos en mente. A los músicos les encantará la facilidad de uso y extremos glitchiness retro que el Retrocade tiene para ofrecer. Los hackers amarán que es de código abierto, y está diseñado para ser hackeado.",113
FPG41259M,/f/p/fpg41259m.jpg,FPGA - Papilio Uno 250K, $890.00 ,"Papilio es un proyecto FPGA de código abierto destinado a la educación, los aficionados, ingenieros, o cualquier persona interesada en aprender electrónica digital en una comunidad amigable.
El Papilio Uno 250K viene completamente armado con un XC3S250E Xilinx y 4Mbit de memoria SPI Flash.",22
FPG41260M,/f/p/fpg41260m.jpg,Papilio One 500K," $1,750.00 ","Papilio es un proyecto FPGA de código abierto destinado a la educación, los aficionados, ingenieros, o cualquier persona interesada en aprender electrónica digital.
El Papilio One 500K viene completamente armado con un Xilinx XC3S500E y 4Mbit de memoria Flash SPI.",22
GAD02171P,/g/a/gad02171p.jpg,Expansión Grove - Compatible con .NET Gadgeteer, $121.00 ,"Módulo Grove de expansión para Gadgeteer. Este módulo tiene 6 conectores estándar de 4-pin Grove.
Los módulos Grove que desee utilizar en su proyecto se pueden conectar a su Gadgeteer utilizando esta extensión. Tenga en cuenta que tendrá que utilizar los drivers o librerias que se pueden descargar desde la página del Grove que este utilizando.
 
El tipo de conector depende de sus necesidades.",10
GAD11636P,/g/a/gad11636p.jpg,Módulo de relevadores - Compatible con .NET Gadgeteer, $335.00 ,"Módulo de relevadores para Gadgeteer. Se incluyen 4 relevadores en este módulo, cada relevador incluye un puerto normalmente abierto (NA) y un puerto normalmente cerrado (NC). Este módulo también está equipado con 4 LEDs para indicar el estado de los relevadores.
Requiere conector tipo Y.",40
GAD11637P,/g/a/gad11637p.jpg,Módulo Acelerómetro - Compatible con .NET Gadgeteer, $215.00 ,"Módulo de Acelerómetro para Gadgeteer. Un acelerómetro es un dispositivo electromecánico que mide las fuerzas de aceleración. Estas fuerzas pueden ser estáticas, como la constante de la fuerza de gravedad que tira de sus pies, o podrían ser dinámicas - causadas por el movimiento o vibración del acelerómetro.
Requiere conector de tipo I.",5
GAD11638P,/g/a/gad11638p.jpg,Módulo de brújula - Compatible con .NET Gadgeteer, $265.00 ,"Módulo de brujula para Gadgeteer. Este módulo está diseñado para la detección de campos magnéticos debiles con una interfaz I2C para aplicaciones tales como la magnetometría con una precisión de 1° a 2°. Es adecuado para aplicaciones como sistemas de navegación, electrónica de consumo, etc.
Requiere conector tipo I.",5
GAD11640P,/g/a/gad11640p.jpg,Módulo GPS -Compatible con .NET Gadgeteer, $800.00 ,"Módulo GPS para Gadgeteer. Este módulo incluye un U-Blox Neo-6M módulo de GPS y una antena cuadrada sencilla conectada a través de un conector U.FI. El procesador se puede comunicar con este módulo a través del puerto serie.
 
Requiere conector tipo U.",20
GAD11641P,/g/a/gad11641p.jpg,Módulo Giroscopio - Compatible con .NET Gadgeteer, $840.00 ,"Módulo Gyro para Gadgeteer. Este gyroscopio MEMS con 3-ejes de movimiento es un sistema completo de medición de velocidad angular en 3-ejes. Un sensor de 3 ejes de velocidad angular se integró en esta pequeña placa, utilizando la interfaz I2C, el usuario puede medir la velocidad angular. Este módulo es apropiado para la detección de movimiento y detección de ubicación.
 
Requiere toma de Tipo I.",5
GAD11642P,/g/a/gad11642p.jpg,Módulo de humedad - Compatible con .NET Gadgeteer, $145.00 ,"Módulo de sensor de humedad para Gadgeteer. Este sensor de humedad se puede utilizar para detectar la humedad del suelo o verificar si existe  agua alrededor del sensor, deja que las plantas en su jardín busquen ayuda humana. Pueden ser muy fácil de usar, sólo tiene que ser insertado al suelo y realizar la lectura analógica. Con la ayuda de este módulo, será posible que las plantas te recuerden: ¡Hey!, tengo sed ahora, por favor, dame un poco de agua.",5
GAD11643P,/g/a/gad11643p.jpg,Módulo Barómetro - Compatible con . NET Gadgeteer, $550.00 ,"Módulo de Sensor Barómetro para Gadgeteer. Este módulo se utiliza para el sensado de presión atmosférica, altitud y temperatura. Un sensor HP03M, que mide la presión basado en un sensor piezorresistivo de presión, fue equipado en este módulo, y proporciona datos precisos de presión y temperatura a la mainboard Gadgeteer a través del bus I2C.
Requiere socket tipo I.",5
GAD11644P,/g/a/gad11644p.jpg,Módulo Oxímetro de Pulso -. Compatible con .NET Gadgeteer," $2,260.00 ","Módulo oxímetro de pulso para Gadgeteer. Este módulo es un instrumento particularmente conveniente de medición no invasivo, que monitorea indirectamente la saturación de oxígeno de la sangre de un ser humano y los cambios en el volumen sanguíneo en la piel. También proporciona la tasa de calor y monitoreo del estado de funcionamiento del calor. Los  rangos normales aceptables para los seres humanos sin EPOC con un problema en la unidad hipóxica son de 95 a 99 por ciento.",100
GAD11645P,/g/a/gad11645p.jpg,Radio Celular -Compatible con .NET Gadgeteer," $1,140.00 ","Módulo de radio celular para Gadgeteer. Este módulo proporciona una manera de utilizar la red de telefonía celular GSM para recibir o enviar datos. Este modulo permite al usuario comunicarse a través de tres métodos: SMS/Audio/GPRS. Se configura y controla a través de UART usando simples comandos AT.
Requiere conector tipo K.",50
GAD11902P,/g/a/gad11902p.jpg,Módulo inteligente con LED Multicolor - Compatible con .NET Gadgeteer, $245.00 ,"Este módulo inteligente incluye un microcontrolador de 32 bits. El firmware controla un brillante LED multicolor (intensidad, parpadeo, etc...) a través de comandos del protocolo DaysyLink enviados desde el Gadgeteer. La placa base Gadgeteer también permite conectar con otros módulos DaisyLink. Los usuarios avanzados pueden programar o personalizar el microcontrolador del módulo.",5
GAD11927P,/g/a/gad11927p.jpg,Módulo Ethernet J11D - Compatible con .NET Gadgeteer, $230.00 ,"Este módulo Ethernet proporciona un acceso instantáneo a las redes e Internet. No todos los módulos Ethernet funcionan en todos los tableros. Asegúrese de que este módulo es compatible con su placa base. Este módulo es compatible con la placa base Spider de GHI.
Requiere conector tipo E.",14
GAD11934M,/g/a/gad11934m.jpg,FEZ Spider Tarjeta Madre," $2,790.00 ","FEZ Spider Mainboard  es un Gadgeeter compatible con .NET basado en el módulo GHI Electronics EMX. Esto permite al dispositivo ser el Gadgeeter con más características en el mercado. Contiene todas las funciones. NET Micro Framework Core y utiliza muchas características exclusivas, tales como USB host, WiFi y RLP (carga de código nativo). Todas estas características se combinan para proporcionar una plataforma de creación rápida de prototipos.",40
GAD11936M,/g/a/gad11936m.jpg,Módulo de cámara - Compatible con .NET Gadgeteer, $540.00 ,"Este módulo de cámara USB puede transmitir imágenes de tamaño 320x240 pixeles con hasta 20 cuadros por segundo de imágenes pequeñas.
Requiere conector de tipo H y soporte para Cámaras USB (ISO stream).",15
GAD11943M,/g/a/gad11943m.jpg,Módulo WiFi RS21 -. Compatible con .NET Gadgeteer," $2,330.00 ","Gracias a meses de investigación e ingeniería de GHI , Wi-Fi está disponible en dispositivos NETMF GHI con el mínimo esfuerzo para el usuario final.
Requiere conector tipo S. Obsérvese que esto requiere controladores especializados por parte de los creadores de la placa base, con el conector tipo S no es suficiente. La placa base Spider es totalmente compatible con este módulo.",20
GAD11950M,/g/a/gad11950m.jpg,Módulo de Potenciómetro - Compatible con .NET Gadgeteer, $210.00 ,"Un potenciómetro puede servir para medir una posición, así como para controlar niveles de voltaje, posición, temperatura, etcétera.
Requiere un conector tipo A.",10
GAD11951P,/g/a/gad11951p.jpg,Módulo Extender - Compatible con .NET Gadgeteer, $76.00 ,"Necesita un cable muy largo? Utilice este extensor para conectar 2 cables. El módulo Extender también expone todas las señales y permite el rastreo de señales o para insertar un módulo en la placa. Si se usa con una  placa, con conector de  0,1"" (no incluido) tiene que ser soldada en el módulo.
No hay requisitos. Funciona con cualquier toma de corriente.",7
GAD11956P,/g/a/gad11956p.jpg,Módulo de Expansión eblock - Compatible con .NET Gadgeteer, $235.00 ,EL catálogo de GHI está lleno de eblocks de 3-pines. Estos eblocks se pueden conectar a cualquier Gadgeteer usando esta extensión. Tenga en cuenta que tendrá que utilizar los controladores especificos del eblock que esté tratando de utilizar.,7
GAD11958P,/g/a/gad11958p.jpg,USB Client Módulo DP - Compatible con .NET Gadgeteer, $380.00 ,"Este módulo permite el acceso al conector USB y también incluye una fuente de alimentación avanzada, permitiendo a la tarjeta madre ser alimentada por USB o de la toma de corriente. La conexión en ambos lados es segura. La fuente de alimentación es totalmente funcional de 7V a 30V y soporta mas de 800mA de corriente. 
DP significa alimentación dual. Cable USB incluido.",15
GAD11974P,/g/a/gad11974p.jpg,Módulo USB Host - Gadgeteer - Compatible con .NET, $91.00 ,"Con el soporte de USB, los desarrolladores son capaces de leer un Joystick conectado por USB, el ratón y el teclado. Asimismo es capaz de guardar y leer archivos de memorias USB.
Apoyo de GHI USB Host incluye el soporte HUB. Mediante la conexión de HUBs, los usuarios podrán conectar tantos dispositivos USB como ellos deseen, con un máximo de 127 dispositivos que es el límite estándar de las conexiones USB.
Requiere socket o conector tipo H y soporte de software para USB Host.",8
GAD11992P,/g/a/gad11992p.jpg,Módulo Tarjeta SD - Compatible con .NET Gadgeteer, $106.00 ,"Pueden usarse tarjetas SD y MMC. Tenga en cuenta que la placa base tiene que soportar el sistema de archivos FAT. La tarjeta FEZ Spider soporta el sistema de archivos FAT y también es compatible con las tarjetas SD de cualquier tamaño, sin límite de 2 GB con soporte SDHC. Este tipo de módulos SD hace uso del bus de 4-bit de la tarjeta base SD para acceder a la tarjeta de memoria a diferencia de la base de acceso  SPI (1-bit bus) en otro dispositivo que es relativamente más lenta.",7
GAD11993P,/g/a/gad11993p.jpg,Módulo de USB-Serial - Gadgeteer - Compatible con .NET, $305.00 ,"Con la utilización de este módulo, cualquiera de los sockets o conectores de la serie UART en la placa principal (mainboard) se pueden convertir en una conexión serial virtual a través de USB.
Utilice esta conexión para transferir datos a un PC o para depurar a través de comunicación serie (comunicación serial virtual a través de USB). Esto puede servir cuando se necesite tener libre el puerto de USB para otras aplicaciones, como simular un teclado o un ratón.",8
GAD12301P,/g/a/gad12301p.jpg,Módulo USB SP - Compatible con .NET Gadgeteer, $155.00 ,"Este módulo proporciona acceso al conector USB del usuario, también incluye una fuente de alimentación avanzada, permitiendo a la placa base ser alimentados por USB o de la toma de corriente. La conexión de la alimentación en ambos lados es segura. La fuente de alimentación es totalmente funcional de 7V a 30V que admite más de 800mA de corriente.
Soporte DP para conexión de poder dual. Cable USB incluido.",7
GAD12302P,/g/a/gad12302p.jpg,"Módulo ""LED7R"" - compatible con .NET Gadgeteer", $106.00 ,"El LED con 6 lámparas verdes puede ser programado para que gire, para parpadear, alternar o hacer lo que uno quiera que haga. Se puede utilizar como indicadores de nivel o velocidad. El centro de LED rojo también es programable y puede ser usado para indicar algunos eventos.
Requiere conector tipo Y.
  Gadgeteer compatible con cable incluido.",4
GAD12303P,/g/a/gad12303p.jpg,Modulo Xbee - Compatible con .NET Gadgeteer, $230.00 ,"Digi International ofrece una variedad de módulos inalámbricos en un tamaño estándar. Los módulos van desde módulos Zigbee de baja potencia, capaces de conexiones en malla o de punto a punto hasta los módulos de alta potencia que alcanzan hasta 25 kms!
Otra oferta XBee importante es la opción WiFi. Algunas Gadgeteer no tienen soporte para los  de GHI.",27
GAD12304P,/g/a/gad12304p.jpg,Módulo Musica - Compatible con .NET Gadgeteer, $560.00 ,"Convierta su Gadgeteer en una radio por Internet con pocas líneas de código. Este módulo incluye un decodificador de audio capaz de reproducir MP3, WMA, OGG, MIDI y WAV. Todo lo que necesita el modulo es leer los archivos desde un dispositivo de almacenamiento o desde la red, y lo enviará al decodificador, el resto lo hace por si mismo. La calidad del sonido es muy alta y viene con un amplificador de audio para auriculares incorporado.
Cable compatible con .NET Gadgeteer es incluido.",54
GAD12305P,/g/a/gad12305p.jpg,Módulo CAN DW - Compatible con .NET Gadgeteer, $380.00 ,"Las especificaciones del Gadgeteer incluyen el conector de tipo CAN que exponen las lineas digitales de TX y RX. Esto elimina las opciones de selecciónar el transceptor hasta el módulo. Por ejemplo, esto puede ser de un cable doble de  alta velocidad, cable sensillo o incluso de baja velocidad tolerante a fallas.
Este módulo ofrece una alta velocidad de hasta 1 Mbps, transmisor-receptor de cable dual.",39
GAD12306P,/g/a/gad12306p.jpg,Motor Driver L298 - Compatible con .NET Gadgeteer, $455.00 ,"Este módulo controlador de motor regula la velocidad y dirección en 2 motores de VCD, de hasta 40V@3A. El módulo en sí es alimentado y controlado desde una placa base de Gadgeteer pero los motores están alimentados por una fuente de alimentación independiente. Una batería puede usarse de manera segura a la entrada de alimentación en el módulo de potencia Gadgeteer y también alimentar los motores cableando la batería a ambos.
Requiere conector tipo P
Cable compatible con .",15
GAD12307P,/g/a/gad12307p.jpg,Módulo Bluetooth - Compatible con .NET Gadgeteer, $650.00 ,"El módulo Bluetooth permite a las placas Gadgeteer una conexión inalámbrica con cualquier dispositivo Bluetooth con SPP (Serial Port Profile), tales como teléfonos móviles y ordenadores portátiles. Este módulo puede alojar una conexión o búscar y realizar otras conexiones.
Requiere conector tipo U.
Compatible con .NET Gadgeteer cable incluido.",8
GAD17182P,/g/a/gad17182p.jpg,Modulo Temperatura y Humedad - Compatible con .NET Gadgeteer, $295.00 ,"Modulo para sensado de Temperatura y  humedad para Gadgeteer. Este módulo está equipado con un sensor SHT11, que mide la humedad relativa y la temperatura y se comunican con el procesador a través de una interfaz serie de 2-hilos. Además, su pequeño tamaño y especial diseño de la PCB  hace este módulo un dispositivo de bajo consumo de energía con una excelente estabilidad a largo plazo.
Requiere conector tipo X o Y.",5
GAD17183P,/g/a/gad17183p.jpg,Módulo de Pantalla OLED -. Compatible con .NET Gadgeteer, $475.00 ,"Módulo de Pantalla OLED para Gadgeteer. Este módulo es una pantalla OLED multicolor de matriz de 128 x128 puntos, con controlador IC SSD1351. Tiene un modo de color programable de 65k o 262k, con velocidad de fotogramas y relación de multiplexación programables. Este módulo se comunica con el procesador a través una interfaz SPI de 4-hilos.
Requiere conector tipo S.",15
HAC10181M,/h/a/hac10181m.jpg,PCB para Estación de Soldadura (Cautín), $165.00 ,"Es el corazón de una estación de soldadura, capaz de controlar varios tipos de lápices de soldadura. La clave de este diseño universal es el front-end analógico que es capaz de leer tanto termopares como sensores PTC de temperatura de uso común en la mayoría de los cautines.
El estado de la punta es monitoreado por un microcontrolador, y se ajustar con precisión a través de un control de temperatura PID.",21
INT106D1P,/i/n/int106d1p.jpg,Shield Tarjeta SD, $185.00 ,"El escudo de tarjeta SD permite el almacenamiento en su proyecto con Arduino. Es compatible con SD, SDHC o tarjetas MicroSD TF. Utilice el interruptor para seleccionar el tipo.
Utiliza los puertos SPI de Arduino, y se puede conectar a otro escudo con su fila de headers. Hay puertos I2C y UART de tipo grove en la tarjeta.",16
INT110B2P,/i/n/int110b2p.jpg,UartSBee V4 - USB a Serial, $235.00 ,"UartSBee V4 es un adaptador compacto de USB a serial equipado con zócalos BEE (20 pines 2,0 mm). Con un IC FT232 integrado, puede ser usado para programación o la comunicación con aplicaciones de un MCU. Por otra parte, usted puede conectar su PC a varias aplicaciones inalámbricas a través de los módulos de BEE compatibles.",7
INT111A4M,/i/n/int111a4m.jpg,Rainbowduino Tarjeta de Extension, $355.00 ,"Rainbowduino Extension Shield es un tablero que extiende los 192 canales de la plataforma Rainbowduino. Los canales están divididos en tres segmentos de 8 * 8: rojo, verde y azul para facilitar el control, está diseñado para facilitar proyectos LED basados ​​en Rainbowduino.
Si usted está buscando LEDs de repuesto para la placa de extensión, por favor, eche un vistazo aquí:
http://www.",30
INT119B2P,/i/n/int119b2p.jpg,Shield xBee o Modulos Bee, $165.00 ,"Bees shields realiza la interconexión de múltiples Bee (XBee, GPS Bee, Bluetooth Bee, etc) más fácil que nunca. Aparte del estilo de doble conexión Bee 20p 2.0, también tiene una gran área de proto, software personalizable, puerto serie, para facilitar la creación de prototipos.",28
KIT01010M,/k/i/kit01010m.jpg,MakerBot - Impresora 3D - 2 Colores," $46,330.00 ","El MakerBot Replicator es la última impresora 3D personal, con extructores dobles (impresión de 2 colores) y un mayor tamaño de impresión, que le da la oportunidad de imprimir cosas grandes! Ensamblado en Brooklyn por técnicos calificados, el MakerBot Replicator está listo en cuestión de minutos para iniciar la impresión, solo tiene que sacarlo de la caja.
Fabricación personalizada utilizando un MakerBot Replicator abre un mundo de innovación, personalización y creatividad.",14515
KIT06251P,/k/i/kit06251p.jpg,Droidalyzer - Kit de desarrollo portable para Android (IOIO) + accesorio de detección de alcohol para Android," $1,560.00 ","El Droidalyzer es un accesorio detector de alcohol de código abierto para los teléfonos Android.  de Google Play. Empareje el Droidalyzer con su teléfono Android a través de Bluetooth y luego sople en el sensor de alcohol para obtener una lectura relativa del alcohol detectado en su aliento, hablado en forma humorística por su teléfono.",200
KIT101E1P,/k/i/kit101e1p.jpg,Kit Cubo Arco iris - RGB 4X4X4 (Compatible con Rainbowduino)," $1,030.00 ","Este es un kit cubo de LEDs RGB de 4x4x4, que contiene 64 LEDs RGB de 8mm, PCBs personalizados y todos los componentes de soporte (6 LEDs adicionales se incluyen en el kit). Todas las piezas están bien embaladas en un paquete agradable.
Compare con otros productos similares, éste viene con un diseño PCB de marco super delgado que no sólo se ve muy hermoso, sino que también hace el montaje mucho más fácil.",289
KIT10311M,/k/i/kit10311m.jpg,ProtoSnap - Kit de costura LilyPad, $590.00 ,"La serie ProtoSnap es una gran forma de probar su proyecto sin una placa de desarrollo. Todo se conecta entre sí en una sola tarjeta, lo que hace que sea mas fácil explorar las posibilidades de los componentes antes de tomar los pedazos y ponerlos en su proyecto.
El kit de costura ProtoSnap incorpora una batería LilyPad tipo moneda, en conjunto con un interruptor, un botón y cinco LEDs.",59
KIT103E2P,/k/i/kit103e2p.jpg,Kit espejo mágico - Photobooth," $5,080.00 ","El espejo mágico despliega animaciones basadas en las aportaciones de diferentes sensores. Con cuatro personajes, cada personaje responde a las entradas de sensor con su propia personalidad. ¿Quién es la más bella de todas? Haga su propio espejo mágico y averíguelo.",200
KIT10542P,/k/i/kit10542p.jpg,Alcoholímetro Parlante (Armada)," $4,620.00 ","Un alcoholímetro personalizable que habla y te dice lo mucho que he tenido que tomar. También es de código abierto y se puede modificar fácilmente con su propio texto en la pantalla LCD y archivos de audio MP3.
Cuando atado a un PC con un cable USB, que tiene  , incluyendo animaciones de los personajes, Tweets de alcoholemia, texto a voz, el clima y el caldo lecturas, y una función de Photobooth.",300
KIT11021P,/k/i/kit11021p.jpg,Grove - Kit de inicio Plus, $980.00 ,"Como facilitadores de hardware abierto, nos dedicamos a hacer el prototipado electrónico fácil y rápido. Creemos que se debe poner más esfuerzo en el diseño de conceptos en vez de cómo construir circuitos básicos, especialmente en la fase de idea.
Grove es una plataforma modular electrónica para prototipos rápidos. Cada módulo tiene una función, tales como sensores táctiles, crear un efecto de audio y así sucesivamente.",321
KIT11072M,/k/i/kit11072m.jpg,Kit Egg-Bot ," $4,470.00 ","El Eggbot es un robot de arte de código abierto que puede dibujar en objetos esféricos o en forma de huevo ya sea del tamaño de una pelota de ping pong al de una toronja pequeña - aproximadamente de 1,25 a 4,25 pulgadas de diámetro (3 - 10 cm). El Kit está basado en el diseño original de Bruce Shapiro, que data de 1990. Nuestra versión, el ""Egg-Bot 2.0,"" es una actualización moderna y amigable, diseñada con la ayuda de Bruce y su equipo.",1200
KIT11081M,/k/i/kit11081m.jpg,Diavolino, $305.00 ,"Diavolino (""pequeño diablo"") es una placa de desarrollo de bajo costo, fácil de construir y compatible con Arduino.
Diavolino tiene el factor de forma de un Arduino Duemilanove o un Arduino Pro, pero con las esquinas redondeadas bien y un aspecto llamativo.
Es una versión de agujeros pasantes de bajo perfil con un diseño simplificado. Está basado en un microcontrolador ATmega328P, y viene preinstalado el gestor de arranque Arduino.",21
KIT11147M,/k/i/kit11147m.jpg,Kit de reloj Bulbdial - LED escritorio," $2,070.00 ","Estilo LED: 3 colores
Tipo de caja: Negro / transparente
Cara de retroproyección incluida
El kit del reloj Bulbdial se basa en un diseño original de  y desarrollado en Evil Mad Scientist Laboratories. Funciona como un reloj de sol en interiores, pero con tres sombras de longitud diferente.",500
KIT80949P,/k/i/kit80949p.jpg,Nodo de sensor inalámbrico - Kit Solar, $325.00 ,El Nodo de sensor inalámbrico - Kit Solar es una herramienta fácil de usar creada para experimentar con  y módulos independientes inalámbricos compatibles con  XBee como  y ,110
KIT83150P,/k/i/kit83150p.jpg,Grove - Kit ADK Dash," $2,400.00 ","El kit Grove - ADK Dash proporciona una solución modular para un fácil desarrollo de google ADK. Que impulsa a los dispositivos Android con más alucinantes funciones como RFID, sensores ultrasónicos, Servos, Relevadores, sensores de temperatura y humedad, Joystick, LEDs RGB en cadena y todos los accesorios. Inicia con el desarrollo Android con este kit y un dispositivo ADK compatible!
Nota: La placa base Seeeduino ADK es compatible con dispositivos Android v1.",310
LED05031P,/l/e/led05031p.jpg,Grove - Barra de LED , $58.00 ,"Grove - Barra de LED  se compone de una barra LED de 10 segmentos y un chip controlador de LEDs MY9221. Se puede utilizar como un indicador para la vida restante de la batería, tensión, nivel de agua, el volumen de la música o de otros valores que requieren una pantalla gradiente. Hay 10 barras de LED en el gráfico de barras LED: uno rojo, uno amarillo, uno verde claro, y el resto verde. Un código de demostración está disponible para ponerlo en funcionando rápidamente.",6
LED05241P,/l/e/led05241p.jpg,Grove - Controlador de tiras de LED, $160.00 ,"El controlador de tiras de LED con interfaz Grove de 4 pines proporciona una fácil conectividad al dispositivo Arduino estándar o Seeed espía. Le puede ayudar a controlar la luminancia de una banda de un solo color LED, así como el color y la luminancia de una tira de LED RGB a través de Arduino o Seeeduino.
Cuenta con 2 terminales y 2 interfaces Grove. La alimentación de la tira de LED entra por la terminal de 2-pines.",10
LED07468M,/l/e/led07468m.jpg,BlinkM - LED RGB controlado con I2C, $305.00 ,"BlinkM es un ""LED inteligente"", es un LED RGB programable y capaz de conectarse a una red apto para los aficionados, diseñadores industriales, ingenieros y curiosos. Está diseñado para utilizar diversos componentes tales como indicadores dinámicos, displays e iluminación para proyectos existentes o nuevos. Si usted ha utilizado todos los canales PWM del microcontrolador PWM para el control de los LED's RGB y todavía quieren más, BlinkM es la solución.",3
